"imie_nazwisko","pseudonim","data_urodzenia","miejsce_urodzenia","pod_wplywem","plec","miejsce_smierci"
"August Fendler","","1813-01-01T00:00:00Z","Gusiew","","mężczyzna","Port of Spain"
"Harry Zohn","","1923-11-21T00:00:00Z","Wiedeń","","mężczyzna","Boston"
"Alejo Carpentier","","1905-12-26T00:00:00Z","Lozanna","","mężczyzna","Paryż"
"Alejo Carpentier","","1905-12-26T00:00:00Z","Hawana","","mężczyzna","Paryż"
"Italo Svevo","Italo Svevo","1861-12-19T00:00:00Z","Triest","","mężczyzna","Motta di Livenza"
"Felix A. Theilhaber","","1884-09-05T00:00:00Z","Bamberg","","mężczyzna",""
"Werner Kraft","","1896-05-04T00:00:00Z","Brunszwik","","mężczyzna","Jerozolima"
"Jenny Aloni","","1917-09-07T00:00:00Z","Paderborn","","kobieta",""
"Isaac Breuer","","1883-09-18T00:00:00Z","Pápa","","mężczyzna","Jerozolima"
"T. Lux Feininger","","1910-06-11T00:00:00Z","Berlin","","mężczyzna","Cambridge"
"Ludwig Strauss","","1892-10-28T00:00:00Z","Akwizgran","","mężczyzna","Jerozolima"
"Jakob Klatzkin","","1882-10-03T00:00:00Z","","","mężczyzna","Vevey"
"Filippo Tommaso Marinetti","","1876-12-22T00:00:00Z","Aleksandria","","mężczyzna","Bellagio"
"Bob Geldof","","1951-10-05T00:00:00Z","Dún Laoghaire","","mężczyzna",""
"Bob Geldof","","1954-10-05T00:00:00Z","Dún Laoghaire","","mężczyzna",""
"Friedrich Stieve","","1884-10-14T00:00:00Z","Monachium","","mężczyzna","Monachium"
"Albert Emil Brachvogel","","1824-04-29T00:00:00Z","Wrocław","","mężczyzna","Berlin"
"Ludvig Holberg","Hans Mikkelsen","1684-12-03T00:00:00Z","Bergen","Molier","mężczyzna","Kopenhaga"
"Ludvig Holberg","Hans Mikkelsen","1684-12-03T00:00:00Z","Bergen","Plaut","mężczyzna","Kopenhaga"
"Jens Fink-Jensen","","1956-12-19T00:00:00Z","Kopenhaga","","mężczyzna",""
"Kurt Floericke","","1869-03-23T00:00:00Z","Zeitz","","mężczyzna","Stuttgart"
"Francisco Madero","","1873-10-30T00:00:00Z","Parras de la Fuente","","mężczyzna","Meksyk"
"Ryszard Kapuciński","","1932-03-04T00:00:00Z","Pińsk","","mężczyzna","Warszawa"
"Robert Southey","","1774-08-12T00:00:00Z","Bristol","","mężczyzna","Keswick"
"L. Ron Hubbard","","1911-03-13T00:00:00Z","Tilden","Aleister Crowley","mężczyzna","Creston"
"L. Ron Hubbard","","1911-03-13T00:00:00Z","Tilden","Alfred Korzybski","mężczyzna","Creston"
"Aleksis Kivi","Aleksis Kivi","1834-10-10T00:00:00Z","Nurmijärvi","","mężczyzna","Tuusula"
"Aleksis Kivi","A. Kivi","1834-10-10T00:00:00Z","Nurmijärvi","","mężczyzna","Tuusula"
"Aleksis Kivi","A. Kiwi","1834-10-10T00:00:00Z","Nurmijärvi","","mężczyzna","Tuusula"
"Aleksis Kivi","Aleksis Kivi","1834-10-10T00:00:00Z","Nurmijärvi","","mężczyzna","Aleksis Kivi's death house"
"Aleksis Kivi","A. Kivi","1834-10-10T00:00:00Z","Nurmijärvi","","mężczyzna","Aleksis Kivi's death house"
"Aleksis Kivi","A. Kiwi","1834-10-10T00:00:00Z","Nurmijärvi","","mężczyzna","Aleksis Kivi's death house"
"Peter Henry Abrahams","","1919-03-19T00:00:00Z","Vrededorp, Gauteng","","mężczyzna","Saint Andrew (Jamajka)"
"Orson Scott Card","","1951-08-24T00:00:00Z","Richland","","mężczyzna",""
"Mir-Hosejn Musawi","","1941-09-29T00:00:00Z","Iran","","mężczyzna",""
"David Letterman","","1947-04-12T00:00:00Z","Indianapolis","","mężczyzna",""
"John Edwards","","1953-06-10T00:00:00Z","Seneca","","mężczyzna",""
"Anna Gavalda","","1970-12-09T00:00:00Z","Boulogne-Billancourt","","kobieta",""
"Aleksandr Radiszczew","","1749-08-31T00:00:00Z","Radischevo","","mężczyzna","Petersburg"
"Iris Murdoch","","1919-07-15T00:00:00Z","Dublin","","kobieta","Oksford"
"Joyce Carol Oates","","1938-06-16T00:00:00Z","Lockport","Franz Kafka","kobieta",""
"Joyce Carol Oates","","1938-06-16T00:00:00Z","Lockport","Fiodor Dostojewski","kobieta",""
"Joyce Carol Oates","","1938-06-16T00:00:00Z","Lockport","Karol Dickens","kobieta",""
"Joyce Carol Oates","","1938-06-16T00:00:00Z","Lockport","James Joyce","kobieta",""
"Joyce Carol Oates","","1938-06-16T00:00:00Z","Lockport","Edgar Allan Poe","kobieta",""
"Joyce Carol Oates","","1938-06-16T00:00:00Z","Lockport","Ernest Hemingway","kobieta",""
"Joyce Carol Oates","","1938-06-16T00:00:00Z","Lockport","D. H. Lawrence","kobieta",""
"Joyce Carol Oates","","1938-06-16T00:00:00Z","Lockport","Lewis Carroll","kobieta",""
"Joyce Carol Oates","","1938-06-16T00:00:00Z","Lockport","William Faulkner","kobieta",""
"Joyce Carol Oates","","1938-06-16T00:00:00Z","Lockport","Doris Lessing","kobieta",""
"Joyce Carol Oates","","1938-06-16T00:00:00Z","Lockport","Emily Brontë","kobieta",""
"Joyce Carol Oates","","1938-06-16T00:00:00Z","Lockport","Charlotte Brontë","kobieta",""
"Joyce Carol Oates","","1938-06-16T00:00:00Z","Lockport","Howard Phillips Lovecraft","kobieta",""
"Joyce Carol Oates","","1938-06-16T00:00:00Z","Lockport","Henry James","kobieta",""
"Joyce Carol Oates","","1938-06-16T00:00:00Z","Lockport","Flannery O'Connor","kobieta",""
"Anthony Burgess","","1917-02-25T00:00:00Z","Manchester","","mężczyzna","St John's Wood"
"Georgij Gurdżijew","","1866-01-13T00:00:00Z","Giumri","","mężczyzna","Paryż"
"Georgij Gurdżijew","","1872-01-01T00:00:00Z","Giumri","","mężczyzna","Paryż"
"Georgij Gurdżijew","","1877-12-27T00:00:00Z","Giumri","","mężczyzna","Paryż"
"Abel Pacheco","","1933-12-22T00:00:00Z","San José","","mężczyzna",""
"Smizer Wischnjou","","1973-08-07T00:00:00Z","Debreczyn","","mężczyzna",""
"Pavol Rankov","","1964-01-01T00:00:00Z","Poprad","","mężczyzna",""
"Zoa Sherburne","","1912-09-30T00:00:00Z","Seattle","","kobieta","Seattle"
"Zoe Droysen","","1884-12-04T00:00:00Z","Berlin","","kobieta","Ramsau bei Berchtesgaden"
"Zofia Kossak-Szczucka","","1889-08-10T00:00:00Z","Kośmin","","kobieta","Bielsko-Biała"
"Zofia Posmysz","","1923-08-23T00:00:00Z","Kraków","","kobieta",""
"Zofia Nałkowska","","1884-11-10T00:00:00Z","Warszawa","","kobieta","Warszawa"
"Giuseppe Gorani","","1740-02-15T00:00:00Z","Mediolan","","mężczyzna","Genewa"
"Zwiad Gamsachurdia","","1939-03-31T00:00:00Z","Tbilisi","","mężczyzna","Khobi Municipality"
"Furqat","","1858-01-01T00:00:00Z","Kokand","","mężczyzna","Shache"
"Will Ferrell","","1967-07-16T00:00:00Z","Irvine","","mężczyzna",""
"Cesare Sterbini","","1784-01-01T00:00:00Z","Rzym","","mężczyzna","Rzym"
"Maksym Planudes","","1260-01-01T00:00:00Z","Nikomedia","","mężczyzna","Konstantynopol"
"Sidonie-Gabrielle Colette","","1873-01-28T00:00:00Z","Saint-Sauveur-en-Puisaye","","kobieta","Paryż"
"Raymond Queneau","","1903-02-21T00:00:00Z","Hawr","","mężczyzna","Paryż"
"Jerome K. Jerome","","1859-05-02T00:00:00Z","Walsall","","mężczyzna","Northampton"
"Honoré Gabriel Riqueti de Mirabeau","","1749-03-09T00:00:00Z","Bignon-Mirabeau","","mężczyzna","Paryż"
"Frithjof Bettum","","1900-05-13T00:00:00Z","","","mężczyzna",""
"Laurence Sterne","","1713-11-24T00:00:00Z","Clonmel","","mężczyzna","Londyn"
"Christiern Pedersen","","1480-01-01T00:00:00Z","Hillerød","","mężczyzna","Helsinge"
"Mungo Park","","1771-09-11T00:00:00Z","Szkocja","","mężczyzna","Bussa"
"Judith Butler","","1956-02-24T00:00:00Z","Cleveland","Michel Foucault","kobieta",""
"Nicholas Sparks","","1965-12-31T00:00:00Z","Omaha","","mężczyzna",""
"Edward Albee","","1928-03-12T00:00:00Z","Waszyngton","August Strindberg","mężczyzna","Montauk"
"Edward Albee","","1928-03-12T00:00:00Z","Waszyngton","Samuel Beckett","mężczyzna","Montauk"
"Olivier Larronde","","1927-03-02T00:00:00Z","La Ciotat","","mężczyzna","Paryż"
"Judith Viorst","","1931-02-02T00:00:00Z","Newark","","kobieta",""
"Teokryt","","-315-01-01T00:00:00Z","Syrakuzy","","mężczyzna",""
"Arrigo Boito","Tobia Gorrio","1842-02-24T00:00:00Z","Padwa","","mężczyzna","Mediolan"
"Ferruccio Busoni","","1866-04-01T00:00:00Z","Empoli","","mężczyzna","Berlin"
"Evelina Cattermole","Contessa Lara","1849-10-26T00:00:00Z","Florencja","","kobieta","Rzym"
"Louis-Élisabeth de La Vergne de Tressan","","1705-11-04T00:00:00Z","Le Mans","","mężczyzna","Saint-Leu-la-Forêt"
"Claude Cahun","","1894-10-25T00:00:00Z","Nantes","","transkobieta","Saint Helier"
"William Tyndale","","1494-10-06T00:00:00Z","Gloucester","","mężczyzna","Vilvoorde"
"Vincent Price","","1911-05-27T00:00:00Z","Saint Louis","","mężczyzna","Los Angeles"
"Vicente Blasco Ibáñez","","1867-01-29T00:00:00Z","Walencja","","mężczyzna","Mentona"
"Luis de Góngora y Argote","","1561-07-11T00:00:00Z","Kordoba","","mężczyzna","Kordoba"
"Michail Vladimirovich Tolstoy","","1812-06-04T00:00:00Z","Moskwa","","mężczyzna","Siergijew Posad"
"Temistocle Solera","","1815-12-25T00:00:00Z","Ferrara","","mężczyzna","Mediolan"
"Emmanuel Roidis","","1836-06-28T00:00:00Z","Ermupolis","","mężczyzna","Ateny"
"Sajjid Kutb","","1906-10-09T00:00:00Z","Musha, Egypt","","mężczyzna","Kair"
"Endre Ady","","1877-11-22T00:00:00Z","Ady Endre","","mężczyzna","Budapeszt"
"Chryzyp","","-280-01-01T00:00:00Z","Soli, Cilicia","","mężczyzna","Ateny"
"Frederik van Eeden","","1860-04-03T00:00:00Z","Haarlem","","mężczyzna","Bussum"
"Arto Paasilinna","","1942-04-20T00:00:00Z","Kittilä","","mężczyzna",""
"Nikolay Morozov","","1854-07-07T00:00:00Z","Q4094674","","mężczyzna","Obwód jarosławski"
"Chris Colfer","","1990-05-27T00:00:00Z","Clovis","","mężczyzna",""
"Timothy Leary","","1920-10-22T00:00:00Z","Springfield","","mężczyzna","Beverly Hills"
"Pappus z Aleksandrii","","0290-01-01T00:00:00Z","Aleksandria","","mężczyzna",""
"Michaił Sałtykow-Szczedrin","Н. Щедрин","1826-01-27T00:00:00Z","Q4430759","","mężczyzna","Petersburg"
"Eoin Colfer","","1965-05-14T00:00:00Z","Wexford","","mężczyzna",""
"Jon Stewart","Jon Stewart","1962-11-28T00:00:00Z","Nowy Jork","","mężczyzna",""
"Ángel Rama","","1926-04-30T00:00:00Z","Montevideo","","mężczyzna","Madryt"
"Zoran Ferić","","1961-06-02T00:00:00Z","Zagrzeb","","mężczyzna",""
"Matt Bondurant","","1971-01-01T00:00:00Z","Alexandria","","mężczyzna",""
"Ruan Fangfu","","2000-01-01T00:00:00Z","","","mężczyzna",""
"Roger Ebert","","1942-06-18T00:00:00Z","Urbana","","mężczyzna","Chicago"
"Venceslaus Ulricus Hammershaimb","","1819-03-25T00:00:00Z","Sandavágur","","mężczyzna","Kopenhaga"
"Pierre Choderlos de Laclos","","1741-10-18T00:00:00Z","Amiens","","mężczyzna","Tarent"
"Adam Zamoyski","","1949-01-11T00:00:00Z","Nowy Jork","","mężczyzna",""
"William Lane","","1861-09-06T00:00:00Z","Bristol","","mężczyzna","Auckland"
"Fitz James O'Brien","","1828-01-01T00:00:00Z","Cork","","mężczyzna","Cumberland"
"Jan Karski","","1914-06-24T00:00:00Z","Łódź","","mężczyzna","Waszyngton"
"Peter Cartwright","","1785-09-01T00:00:00Z","Hrabstwo Amherst","","mężczyzna",""
"Miguel Illescas Córdoba","","1965-12-03T00:00:00Z","Barcelona","","mężczyzna",""
"Aleksiej Konstantinowicz Tołstoj","Краснорогский","1817-09-05T00:00:00Z","Petersburg","","mężczyzna","Krásnyj Rog"
"Andriej Bieły","","1880-10-26T00:00:00Z","Moskwa","","mężczyzna","Moskwa"
"Rudolph Giuliani","","1944-05-28T00:00:00Z","Nowy Jork","","mężczyzna",""
"Ira Gitler","","1928-12-18T00:00:00Z","Nowy Jork","","mężczyzna",""
"Newiusz","","-274-01-01T00:00:00Z","Capua","","mężczyzna","Utyka"
"Iliya Georgov","","1860-01-01T00:00:00Z","Wełes","","mężczyzna","Sofia"
"Wilfred Owen","","1893-03-18T00:00:00Z","Oswestry","Horacy","mężczyzna","Ors"
"Wilfred Owen","","1893-03-18T00:00:00Z","Oswestry","William Wordsworth","mężczyzna","Ors"
"Wilfred Owen","","1893-03-18T00:00:00Z","Oswestry","John Keats","mężczyzna","Ors"
"Wilfred Owen","","1893-03-18T00:00:00Z","Oswestry","Siegfried Sassoon","mężczyzna","Ors"
"Rick Riordan","","1964-06-05T00:00:00Z","San Antonio","","mężczyzna",""
"Steven Pinker","","1954-09-18T00:00:00Z","Montreal","","mężczyzna",""
"Arundhati Roy","","1961-11-24T00:00:00Z","Shillong","","kobieta",""
"Alkajos z Mityleny","","t673162392","Mitylena","","mężczyzna",""
"Stephen Colbert","","1964-05-13T00:00:00Z","Waszyngton","","mężczyzna",""
"Wiktor Korcznoj","","1931-03-23T00:00:00Z","Petersburg","","mężczyzna","Wohlen"
"Dionizy I","","1261-10-09T00:00:00Z","Lizbona","","mężczyzna","Santarém"
"Ishodad of Merv","","","Antiochia Margiańska","","mężczyzna",""
"Betty Ford","","1918-04-08T00:00:00Z","Chicago","","kobieta","Rancho Mirage"
"Marlee Matlin","","1965-08-24T00:00:00Z","Morton Grove","","kobieta",""
"John Dryden","","1631-08-09T00:00:00Z","Oundle","","mężczyzna","Londyn"
"John Dryden","","1631-08-09T00:00:00Z","Aldwincle","","mężczyzna","Londyn"
"Jan Wesley","","1703-06-17T00:00:00Z","Epworth","Jonathan Edwards","mężczyzna","Londyn"
"Larry King","","1933-11-19T00:00:00Z","Brooklyn","","mężczyzna",""
"John Millington Synge","","1871-04-16T00:00:00Z","Rathfarnham","","mężczyzna","Dublin"
"Giuseppe Tomasi di Lampedusa","","1896-12-23T00:00:00Z","Palermo","","mężczyzna","Rzym"
"Anakreont z Teos","","-569-01-01T00:00:00Z","Teos","","mężczyzna","Teos"
"Bill Cosby","","1937-07-12T00:00:00Z","Filadelfia","","mężczyzna",""
"Josef Tal","","1910-09-18T00:00:00Z","Pniewy","","mężczyzna","Jerozolima"
"Hugo Riemann","","1849-07-18T00:00:00Z","Sondershausen","","mężczyzna","Lipsk"
"Rudolf Erich Raspe","","1736-03-26T00:00:00Z","Hanower","","mężczyzna","Killarney"
"Emanuel Schikaneder","","1751-09-01T00:00:00Z","Straubing","","mężczyzna","Wiedeń"
"Friedrich Maximilian Klinger","","1752-02-17T00:00:00Z","Frankfurt nad Menem","","mężczyzna","Tartu"
"Raul Hilberg","","1926-06-02T00:00:00Z","Wiedeń","","mężczyzna","Williston"
"Rudolf Rocker","","1873-03-25T00:00:00Z","Moguncja","","mężczyzna","Hrabstwo Westchester"
"Artur Adamov","","1908-08-23T00:00:00Z","Kisłowodzk","","mężczyzna","Paryż"
"Johann Matthäus Bechstein","","1757-07-11T00:00:00Z","Waltershausen","","mężczyzna","Dreißigacker"
"Karl Leberecht Immermann","","1796-04-24T00:00:00Z","Magdeburg","","mężczyzna","Düsseldorf"
"Ludwig Börne","","1786-05-06T00:00:00Z","Frankfurt nad Menem","","mężczyzna","Paryż"
"Savinien Cyrano de Bergerac","","1619-03-06T00:00:00Z","Paryż","","mężczyzna","Sannois"
"Johann Most","","1846-02-05T00:00:00Z","Augsburg","","mężczyzna","Cincinnati"
"Rudolf Arnheim","","1904-07-15T00:00:00Z","Berlin","","mężczyzna","Ann Arbor"
"Gottfried August Bürger","","1747-12-31T00:00:00Z","Molmerswende","","mężczyzna","Getynga"
"Adolph Franz Friedrich Ludwig Knigge","","1752-10-16T00:00:00Z","Bredenbeck","","mężczyzna","Brema"
"Gitta Sereny","","1921-03-13T00:00:00Z","Wiedeń","","kobieta","Cambridge"
"Szymon Dubnow","","1860-09-10T00:00:00Z","Mścisław","","mężczyzna","Ryga"
"Szymon Dubnow","","1860-09-10T00:00:00Z","Mścisław","","mężczyzna","Getto w Rydze"
"Ferdinand Freiligrath","","1810-06-17T00:00:00Z","Detmold","","mężczyzna","Stuttgart"
"Eugeniusz Fryderyk Wirtemberski","","1758-11-21T00:00:00Z","Schwedt/Oder","","mężczyzna","Meiningen"
"Ludwig Meidner","","1884-04-18T00:00:00Z","Bierutów","","mężczyzna","Darmstadt"
"Leopold Friedrich zu Stolberg","","1750-11-07T00:00:00Z","Bad Bramstedt","","mężczyzna","Osnabrück"
"Ewald Christian von Kleist","","1715-03-07T00:00:00Z","Koszalin","","mężczyzna","Frankfurt nad Odrą"
"Ewald Christian von Kleist","","1715-03-09T00:00:00Z","Koszalin","","mężczyzna","Frankfurt nad Odrą"
"Richard Beer-Hofmann","","1866-07-11T00:00:00Z","Wiedeń","","mężczyzna","Nowy Jork"
"Ignaz Aurelius Fessler","","1756-05-18T00:00:00Z","Zurndorf","","mężczyzna","Petersburg"
"Friedrich Justin Bertuch","","1747-09-30T00:00:00Z","Weimar","","mężczyzna","Weimar"
"Karl Friedrich Bahrdt","","1740-08-25T00:00:00Z","Bischofswerda","","mężczyzna","Nietleben"
"Karl Friedrich Bahrdt","","1741-08-25T00:00:00Z","Bischofswerda","","mężczyzna","Nietleben"
"Gustav Struve","","1805-10-11T00:00:00Z","Monachium","","mężczyzna","Wiedeń"
"Albrecht Haushofer","","1903-01-07T00:00:00Z","Monachium","","mężczyzna","Berlin"
"Walter Abish","","1931-12-24T00:00:00Z","Wiedeń","","mężczyzna",""
"Hermann Rauschning","","1887-08-07T00:00:00Z","Toruń","","mężczyzna","Portland"
"Heinrich von Bünau","","1697-06-02T00:00:00Z","Weißenfels","","mężczyzna","Oßmannstedt"
"Judith Malina","","1926-06-04T00:00:00Z","Kilonia","","kobieta","Englewood"
"Friedrich Schlichtegroll","","1765-12-08T00:00:00Z","Waltershausen","","mężczyzna","Monachium"
"Karl Böttiger","","1760-06-08T00:00:00Z","Reichenbach im Vogtland","","mężczyzna","Drezno"
"Otto Schmeil","","1860-02-03T00:00:00Z","Schkeuditz","","mężczyzna","Heidelberg"
"Hans von Herwarth","","1904-07-14T00:00:00Z","Berlin","","mężczyzna","Küps"
"Hans von Herwarth","","1904-07-17T00:00:00Z","Berlin","","mężczyzna","Küps"
"Herbert von Dirksen","","1882-04-02T00:00:00Z","Berlin","","mężczyzna","Monachium"
"Marx Rumpolt","","1600-01-01T00:00:00Z","","","mężczyzna",""
"Wilhelm Hoegner","","1887-09-23T00:00:00Z","Monachium","","mężczyzna","Monachium"
"Johann Karl August Musäus","","1735-03-29T00:00:00Z","Jena","","mężczyzna","Weimar"
"Jack Kerouac","","1922-03-12T00:00:00Z","Lowell","William S. Burroughs","mężczyzna","St. Petersburg"
"Innocenty IV","","t603816069","Genua","","mężczyzna","Neapol"
"Peter Mlonk","","1805-03-19T00:00:00Z","Göda","","mężczyzna",""
"Roger Garaudy","","1913-07-17T00:00:00Z","Marsylia","","mężczyzna","Chennevières-sur-Marne"
"Alfred Russel Wallace","","1823-01-08T00:00:00Z","Usk","","mężczyzna","Broadstone"
"Raymond Aron","","1905-03-14T00:00:00Z","Paryż","Karl Marx","mężczyzna","Paryż"
"Raymond Aron","","1905-03-14T00:00:00Z","Paryż","Max Weber","mężczyzna","Paryż"
"Raymond Aron","","1905-03-14T00:00:00Z","Paryż","Monteskiusz","mężczyzna","Paryż"
"Raymond Aron","","1905-03-14T00:00:00Z","Paryż","Wilhelm Dilthey","mężczyzna","Paryż"
"Raymond Aron","","1905-03-14T00:00:00Z","Paryż","Georg Simmel","mężczyzna","Paryż"
"Raymond Aron","","1905-03-14T00:00:00Z","Paryż","Heinrich Rickert","mężczyzna","Paryż"
"Raymond Aron","","1905-03-14T00:00:00Z","Paryż","Alexis de Tocqueville","mężczyzna","Paryż"
"Věra Bartošková","","1946-09-27T00:00:00Z","Praga","","kobieta",""
"Jan Wjela-Radyserb","Radyserb","1822-01-08T00:00:00Z","","","mężczyzna",""
"Pierre Boulle","","1912-02-20T00:00:00Z","Awinion","","mężczyzna","Paryż"
"Anaïs Nin","","1903-02-21T00:00:00Z","Neuilly-sur-Seine","","kobieta","Los Angeles"
"Karin Wahlberg","","1950-10-10T00:00:00Z","","","kobieta",""
"Kingsley Amis","","1922-04-16T00:00:00Z","Clapham Common","","mężczyzna","Londyn"
"Mikołaj","","1836-08-13T00:00:00Z","Q4083319","","mężczyzna","Tokio"
"John Berkenhout","","1726-07-08T00:00:00Z","Yorkshire","","mężczyzna","Besselsleigh"
"Jean-Hippolyte Michon","","1806-01-01T00:00:00Z","Laroche-près-Feyt","","mężczyzna","Baignes-Sainte-Radegonde"
"Jean-Hippolyte Michon","","1806-11-21T00:00:00Z","Laroche-près-Feyt","","mężczyzna","Baignes-Sainte-Radegonde"
"Dimitrie Gusti","","1880-02-13T00:00:00Z","Jassy","","mężczyzna","Bukareszt"
"Seth Rogen","","1976-04-15T00:00:00Z","Vancouver","John Belushi","mężczyzna",""
"Seth Rogen","","1976-04-15T00:00:00Z","Vancouver","Adam Sandler","mężczyzna",""
"Seth Rogen","","1976-04-15T00:00:00Z","Vancouver","Judd Apatow","mężczyzna",""
"Seth Rogen","","1976-04-15T00:00:00Z","Vancouver","Kevin Smith","mężczyzna",""
"Jerzy Gemist-Pleton","","1355-01-01T00:00:00Z","Konstantynopol","","mężczyzna","Mistra"
"David Gemmell","","1948-08-01T00:00:00Z","Londyn","","mężczyzna","Hastings"
"Zora del Buono","","1962-12-21T00:00:00Z","Zurych","","kobieta",""
"Zora Neale Hurston","","1891-01-07T00:00:00Z","Notasulga","Franz Boas","kobieta","Fort Pierce"
"Zora Neale Hurston","","1891-01-07T00:00:00Z","Notasulga","Ruth Benedict","kobieta","Fort Pierce"
"Zora Neale Hurston","","1891-01-07T00:00:00Z","Notasulga","Fannie Hurst","kobieta","Fort Pierce"
"Zoran Konstantinović","","1920-06-05T00:00:00Z","Belgrad","","mężczyzna","Belgrad"
"Ján Kollár","Čechobratr Protištúrsky","1793-07-29T00:00:00Z","Mošovce","","mężczyzna","Wiedeń"
"Michael Madsen","","1958-09-25T00:00:00Z","Chicago","","mężczyzna",""
"Ottó Kiss","","1963-01-01T00:00:00Z","","","mężczyzna",""
"Cennino Cennini","","1370-01-01T00:00:00Z","Colle di Val d'Elsa","","mężczyzna","Florencja"
"Ikku Jippensha","","1765-01-01T00:00:00Z","","","mężczyzna","Edo"
"Rosa Liksom","Rosa Liksom","1958-01-07T00:00:00Z","Ylitornio","","kobieta",""
"Karin Alvtegen","","1965-06-08T00:00:00Z","Huskvarna","","kobieta",""
"Joan Brossa","","1919-01-19T00:00:00Z","Barcelona","","mężczyzna","Barcelona"
"Marc Boegner","","1881-02-21T00:00:00Z","Épinal","","mężczyzna","Paryż"
"Kate Wilhelm","","1928-06-08T00:00:00Z","Toledo","","kobieta",""
"Inge Auerbacher","","1934-12-31T00:00:00Z","Kippenheim","","kobieta",""
"Vivekanand Sharma","","1938-01-01T00:00:00Z","","","mężczyzna",""
"Alice Bailey","","1880-06-16T00:00:00Z","Manchester","","kobieta","Nowy Jork"
