"numer_adres";"stan_zdrowia";"y_wgs84";"dzielnica";"adres";"lokalizacja";"wiek_w_dni";"srednica_k";"pnie_obwod";"miasto";"jednostka";"x_pl2000";"wysokosc";"y_pl2000";"numer_inw";"﻿x_wgs84";"_id";"gatunek_1";"gatunek";"data_wyk_pom"
"";"dobry";"52.26044";"Praga Północ";"ul. SKOCZYLASA W";"Ulica SKOCZYLASA W";"50";"10";"129";"Warszawa";"Dzielnica Praga Północ";"7501805";"18";"5791877.00181818";"D205574";"21.026438";1409;"Acer saccharinum";"klon srebrzysty";"20110801"
"";"dobry";"52.260513";"Praga Północ";"ul. SKOCZYLASA W";"Ulica SKOCZYLASA W";"50";"12";"168";"Warszawa";"Dzielnica Praga Północ";"7501798.71244755";"18";"5791885.15216783";"D205575";"21.026346";1410;"Acer saccharinum";"klon srebrzysty";"20110801"
"";"dobry";"52.260577";"Praga Północ";"ul. SKOCZYLASA W";"Ulica SKOCZYLASA W";"50";"10";"153";"Warszawa";"Dzielnica Praga Północ";"7501793.19174825";"15";"5791892.24153846";"D205576";"21.026265";1411;"Acer saccharinum";"klon srebrzysty";"20110801"
"";"średni";"52.260805";"Praga Północ";"ul. SKOCZYLASA W";"Ulica SKOCZYLASA W";"50";"7";"100";"Warszawa";"Dzielnica Praga Północ";"7501773.99356643";"17";"5791917.62489511";"D205577";"21.025984";1412;"Acer saccharinum";"klon srebrzysty";"20110801"
"";"średni";"52.130013";"Ursynów";"ul. RYBAŁTÓW";"Ulica RYBAŁTÓW";"0";"3";"23";"Warszawa";"Dzielnica Ursynów";"7503808.78615385";"5";"5777366.52881119";"D211441";"21.055624";7116;"Prunus  sp.(śliwa)";"śliwa  sp.";"20110728"
"";"średni";"52.260836";"Praga Północ";"ul. SKOCZYLASA W";"Ulica SKOCZYLASA W";"50";"4";"120";"Warszawa";"Dzielnica Praga Północ";"7501771";"18";"5791921.00181818";"D205578";"21.02594";1413;"Acer saccharinum";"klon srebrzysty";"20110801"
"";"dobry";"52.260872";"Praga Północ";"ul. SKOCZYLASA W";"Ulica SKOCZYLASA W";"50";"12";"153";"Warszawa";"Dzielnica Praga Północ";"7501768";"18";"5791925.00181818";"D205579";"21.025896";1414;"Acer saccharinum";"klon srebrzysty";"20110801"
"";"dobry";"52.260926";"Praga Północ";"ul. SKOCZYLASA W";"Ulica SKOCZYLASA W";"50";"9";"108";"Warszawa";"Dzielnica Praga Północ";"7501764";"17";"5791931.00181818";"D205580";"21.025838";1415;"Acer saccharinum";"klon srebrzysty";"20110801"
"";"dobry";"52.260962";"Praga Północ";"ul. SKOCZYLASA W";"Ulica SKOCZYLASA W";"50";"10";"131";"Warszawa";"Dzielnica Praga Północ";"7501761";"19";"5791935.00181818";"D205581";"21.025794";1416;"Acer saccharinum";"klon srebrzysty";"20110801"
"";"dobry";"52.261034";"Praga Północ";"ul. SKOCZYLASA W";"Ulica SKOCZYLASA W";"50";"10";"159";"Warszawa";"Dzielnica Praga Północ";"7501755";"18";"5791943.00181818";"D205582";"21.025706";1417;"Acer saccharinum";"klon srebrzysty";"20110801"
"";"średni";"52.26108";"Praga Północ";"ul. SKOCZYLASA W";"Ulica SKOCZYLASA W";"40";"6";"85";"Warszawa";"Dzielnica Praga Północ";"7501750.62307692";"16";"5791948.19356643";"D205583";"21.025642";1418;"Acer saccharinum";"klon srebrzysty";"20110801"
"";"dobry";"52.261135";"Praga Północ";"ul. SKOCZYLASA W";"Ulica SKOCZYLASA W";"60";"16";"222";"Warszawa";"Dzielnica Praga Północ";"7501746.14377622";"19";"5791954.33734266";"D205584";"21.025576";1419;"Acer saccharinum";"klon srebrzysty";"20110801"
"";"dobry";"52.261044";"Praga Północ";"ul. SKOCZYLASA W";"Ulica SKOCZYLASA W";"50";"10";"132";"Warszawa";"Dzielnica Praga Północ";"7501731.23958042";"13";"5791944.14559441";"D205585";"21.025358";1420;"Acer saccharinum";"klon srebrzysty";"20110801"
"";"zły";"52.26098";"Praga Północ";"ul. SKOCZYLASA W";"Ulica SKOCZYLASA W";"50";"7";"143";"Warszawa";"Dzielnica Praga Północ";"7501737";"14";"5791937.00181818";"D205586";"21.025442";1421;"Acer saccharinum";"klon srebrzysty";"20110801"
"";"dobry";"52.260913";"Praga Północ";"ul. SKOCZYLASA W";"Ulica SKOCZYLASA W";"50";"10";"180";"Warszawa";"Dzielnica Praga Północ";"7501742.56867133";"15";"5791929.57048951";"D205587";"21.025524";1422;"Acer saccharinum";"klon srebrzysty";"20110801"
"";"dobry";"52.260872";"Praga Północ";"ul. SKOCZYLASA W";"Ulica SKOCZYLASA W";"50";"10";"121";"Warszawa";"Dzielnica Praga Północ";"7501746";"15";"5791925.00181818";"D205588";"21.025574";1423;"Acer saccharinum";"klon srebrzysty";"20110801"
"";"dobry";"52.261895";"Praga Północ";"ul. DĄBROWSZCZAKÓW";"Ulica DĄBROWSZCZAKÓW";"15";"2,5";"21";"Warszawa";"Dzielnica Praga Północ";"7502079";"3,5";"5792039.00181818";"D205589";"21.030452";1424;"Crataegus sp.";"głóg sp.";"20110801"
"";"dobry";"52.26194";"Praga Północ";"ul. DĄBROWSZCZAKÓW";"Ulica DĄBROWSZCZAKÓW";"15";"2,5";"22";"Warszawa";"Dzielnica Praga Północ";"7502075";"3,5";"5792044.00181818";"D205590";"21.030393";1425;"Crataegus sp.";"głóg sp.";"20110801"
"";"zły";"52.262107";"Praga Północ";"ul. DĄBROWSZCZAKÓW";"Ulica DĄBROWSZCZAKÓW";"35";"7";"159";"Warszawa";"Dzielnica Praga Północ";"7502062.36503496";"10";"5792062.52559441";"D205591";"21.030209";1426;"Acer saccharinum";"klon srebrzysty";"20110801"
"";"średni";"52.262146";"Praga Północ";"ul. DĄBROWSZCZAKÓW";"Ulica DĄBROWSZCZAKÓW";"25";"7";"62";"Warszawa";"Dzielnica Praga Północ";"7502055.92055944";"6";"5792066.92251748";"D205592";"21.030114";1427;"Acer negundo";"klon jesionolistny";"20110801"
"";"dobry";"52.262157";"Praga Północ";"ul. DĄBROWSZCZAKÓW";"Ulica DĄBROWSZCZAKÓW";"35";"10";"66, 79, 53";"Warszawa";"Dzielnica Praga Północ";"7502056.15874126";"10";"5792068.08125874";"D205593";"21.030118";1428;"Acer negundo";"klon jesionolistny";"20110801"
"";"średni";"52.149732";"Ursynów";"ul. CZAPLI";"Ulica CZAPLI";"0";"3";"27";"Warszawa";"Dzielnica Ursynów";"7502141.94755245";"7";"5779559.40755245";"D212702";"21.031295";8358;"Acer platanoides";"klon pospolity";"20110714"
"";"średni";"52.262635";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"40";"5";"58";"Warszawa";"Dzielnica Praga Północ";"7501177";"7";"5792121.00181818";"D205594";"21.01724";1429;"Quercus rubra";"dąb czerwony";"20110801"
"";"średni";"52.262581";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"40";"4";"55";"Warszawa";"Dzielnica Praga Północ";"7501174";"5";"5792115.00181818";"D205595";"21.017196";1430;"Quercus rubra";"dąb czerwony";"20110801"
"";"średni";"52.262536";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"40";"6";"69";"Warszawa";"Dzielnica Praga Północ";"7501179.20629371";"8";"5792109.9965035";"D205596";"21.017273";1431;"Quercus rubra";"dąb czerwony";"20110801"
"";"średni";"52.262419";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"40";"8";"79";"Warszawa";"Dzielnica Praga Północ";"7501175";"10";"5792097.00181818";"D205597";"21.017211";1432;"Quercus rubra";"dąb czerwony";"20110801"
"";"średni";"52.262482";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"40";"4";"46";"Warszawa";"Dzielnica Praga Północ";"7501170";"8";"5792104.00181818";"D205598";"21.017138";1433;"Quercus rubra";"dąb czerwony";"20110801"
"";"średni";"52.262416";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"40";"4";"46";"Warszawa";"Dzielnica Praga Północ";"7501165.46545455";"7";"5792096.62055944";"D205599";"21.017071";1434;"Quercus rubra";"dąb czerwony";"20110801"
"";"średni";"52.262349";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"40";"6";"54";"Warszawa";"Dzielnica Praga Północ";"7501159.10041958";"6";"5792089.20811189";"D205600";"21.016978";1435;"Quercus rubra";"dąb czerwony";"20110801"
"";"średni";"52.262518";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"90";"16";"199";"Warszawa";"Dzielnica Praga Północ";"7501164";"9";"5792108.00181818";"D205601";"21.01705";1436;"Elaeagnus angustifolia";"oliwnik wąskolistny";"20110801"
"";"dobry";"52.262473";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"30";"5";"56";"Warszawa";"Dzielnica Praga Północ";"7501159";"4";"5792103.00181818";"D205602";"21.016977";1437;"Prunus cerasifera";"śliwa ałycza";"20110801"
"";"średni";"52.262266";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"60";"12";"160";"Warszawa";"Dzielnica Praga Północ";"7501146";"11";"5792080.00181818";"D205603";"21.016786";1438;"Populus simonii";"topola Simona";"20110801"
"";"zły";"52.262284";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"40";"1";"92";"Warszawa";"Dzielnica Praga Północ";"7501160";"10";"5792082.00181818";"D205604";"21.016991";1439;"Quercus rubra";"dąb czerwony";"20110801"
"";"zły";"52.262257";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"40";"1";"83";"Warszawa";"Dzielnica Praga Północ";"7501155";"8";"5792079.00181818";"D205605";"21.016918";1440;"Quercus rubra";"dąb czerwony";"20110801"
"";"średni";"52.262266";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"50";"9";"126, 156";"Warszawa";"Dzielnica Praga Północ";"7501168";"12";"5792080.00181818";"D205606";"21.017108";1441;"Salix fragilis";"wierzba krucha";"20110801"
"";"dobry";"52.262284";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"60";"12";"156";"Warszawa";"Dzielnica Praga Północ";"7501175";"18";"5792082.00181818";"D205607";"21.017211";1442;"Robinia pseudoacacia";"robinia biała";"20110801"
"";"średni";"52.262284";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"30";"5";"43, 26";"Warszawa";"Dzielnica Praga Północ";"7501176";"3,5";"5792082.00181818";"D205608";"21.017226";1443;"Sambucus nigra";"bez czarny";"20110801"
"";"zły";"52.262185";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"50";"1";"185";"Warszawa";"Dzielnica Praga Północ";"7501171";"14";"5792071.00181818";"D205609";"21.017152";1444;"Populus  sp.";"topola  sp.";"20110801"
"";"dobry";"52.262072";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"35";"9";"76";"Warszawa";"Dzielnica Praga Północ";"7501173.47076923";"12";"5792058.37230769";"D205610";"21.017188";1445;"Acer platanoides";"klon pospolity";"20110801"
"";"dobry";"52.262177";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"70";"18";"195";"Warszawa";"Dzielnica Praga Północ";"7501157";"17";"5792070.00181818";"D205611";"21.016947";1446;"Populus alba";"topola biała";"20110801"
"";"zły";"52.26215";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"50";"5";"128";"Warszawa";"Dzielnica Praga Północ";"7501150";"10";"5792067.00181818";"D205612";"21.016845";1447;"Populus simonii";"topola Simona";"20110801"
"";"zły";"52.262105";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"50";"3";"156";"Warszawa";"Dzielnica Praga Północ";"7501158";"14";"5792062.00181818";"D205613";"21.016962";1448;"Populus  sp.";"topola  sp.";"20110801"
"";"średni";"52.262096";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"50";"12";"181";"Warszawa";"Dzielnica Praga Północ";"7501140";"14";"5792061.00181818";"D205614";"21.016698";1449;"Populus simonii";"topola Simona";"20110801"
"";"dobry";"52.262051";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"50";"12";"164";"Warszawa";"Dzielnica Praga Północ";"7501166";"18";"5792056.00181818";"D205615";"21.017079";1450;"Populus x canadensis";"topola kanadyjska";"20110801"
"";"dobry";"52.26197";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"70";"12";"206";"Warszawa";"Dzielnica Praga Północ";"7501167";"19";"5792047.00181818";"D205616";"21.017094";1451;"Populus alba";"topola biała";"20110801"
"";"dobry";"52.261979";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"8";"3";"30";"Warszawa";"Dzielnica Praga Północ";"7501168";"6";"5792048.00181818";"D205617";"21.017108";1452;"Populus tremula";"topola osika";"20110801"
"";"dobry";"52.261961";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"15";"4";"49";"Warszawa";"Dzielnica Praga Północ";"7501167";"8";"5792046.00181818";"D205618";"21.017094";1453;"Robinia pseudoacacia";"robinia biała";"20110801"
"";"dobry";"52.261943";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"10";"4";"35";"Warszawa";"Dzielnica Praga Północ";"7501166";"3";"5792044.00181818";"D205619";"21.017079";1454;"Populus tremula";"topola osika";"20110801"
"";"średni";"52.261907";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"15";"4";"55, 40";"Warszawa";"Dzielnica Praga Północ";"7501162";"8";"5792040.00181818";"D205620";"21.01702";1455;"Prunus cerasifera";"śliwa ałycza";"20110801"
"";"średni";"52.261889";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"30";"6";"41, 42, 27";"Warszawa";"Dzielnica Praga Północ";"7501158";"5";"5792038.00181818";"D205621";"21.016962";1456;"Populus tremula";"topola osika";"20110801"
"";"dobry";"52.261961";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"40";"6";"115";"Warszawa";"Dzielnica Praga Północ";"7501151";"13";"5792046.00181818";"D205622";"21.016859";1457;"Populus simonii";"topola Simona";"20110801"
"";"średni";"52.26197";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"40";"8";"111";"Warszawa";"Dzielnica Praga Północ";"7501148";"14";"5792047.00181818";"D205623";"21.016815";1458;"Populus simonii";"topola Simona";"20110801"
"";"dobry";"52.261961";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"40";"6";"116";"Warszawa";"Dzielnica Praga Północ";"7501146";"14";"5792046.00181818";"D205624";"21.016786";1459;"Acer negundo";"klon jesionolistny";"20110801"
"";"średni";"52.261988";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"30";"6";"89";"Warszawa";"Dzielnica Praga Północ";"7501143";"12";"5792049.00181818";"D205625";"21.016742";1460;"Prunus cerasifera";"śliwa ałycza";"20110801"
"";"dobry";"52.261704";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"40";"8";"90";"Warszawa";"Dzielnica Praga Północ";"7501120.73538462";"5";"5792017.42517482";"D205626";"21.016416";1461;"Prunus cerasifera";"śliwa ałycza";"20110801"
"";"dobry";"52.261681";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"40";"6";"18, 23, 63";"Warszawa";"Dzielnica Praga Północ";"7501115.62965035";"5";"5792014.84853147";"D205627";"21.016341";1462;"Prunus cerasifera";"śliwa ałycza";"20110801"
"";"dobry";"52.261667";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"40";"5";"30, 46";"Warszawa";"Dzielnica Praga Północ";"7501112.78839161";"3";"5792013.31944056";"D205628";"21.016299";1463;"Prunus cerasifera";"śliwa ałycza";"20110801"
"";"dobry";"52.261672";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"25";"5";"55";"Warszawa";"Dzielnica Praga Północ";"7501113.62965035";"10";"5792013.84853147";"D205629";"21.016312";1464;"Acer platanoides";"klon pospolity";"20110801"
"";"dobry";"52.26165";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"40";"5";"24, 46";"Warszawa";"Dzielnica Praga Północ";"7501108.78839161";"4";"5792011.42517482";"D205630";"21.016241";1465;"Prunus cerasifera";"śliwa ałycza";"20110801"
"";"średni";"52.261969";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"40";"7";"113";"Warszawa";"Dzielnica Praga Północ";"7501084.37034965";"7";"5792046.9013986";"D205631";"21.015883";1466;"Populus simonii";"topola Simona";"20110801"
"";"średni";"52.261943";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"40";"7";"110";"Warszawa";"Dzielnica Praga Północ";"7501078";"7";"5792044.00181818";"D205632";"21.01579";1467;"Populus simonii";"topola Simona";"20110801"
"";"dobry";"52.261934";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"20";"5";"42";"Warszawa";"Dzielnica Praga Północ";"7501077";"6";"5792043.00181818";"D205633";"21.015775";1468;"Quercus robur";"dąb szypułkowy";"20110801"
"";"średni";"52.261916";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"40";"6";"121";"Warszawa";"Dzielnica Praga Północ";"7501072";"7";"5792041.00181818";"D205634";"21.015702";1469;"Populus simonii";"topola Simona";"20110801"
"";"dobry";"52.261862";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"20";"5";"48";"Warszawa";"Dzielnica Praga Północ";"7501067";"6";"5792035.00181818";"D205635";"21.015629";1470;"Quercus robur";"dąb szypułkowy";"20110801"
"";"dobry";"52.261763";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"20";"5";"55";"Warszawa";"Dzielnica Praga Północ";"7501081";"8";"5792024.00181818";"D205636";"21.015834";1471;"Fraxinus pennsylvanica";"jesion pensylwański";"20110801"
"";"średni";"52.261772";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"20";"5";"47";"Warszawa";"Dzielnica Praga Północ";"7501081";"3";"5792025.00181818";"D205637";"21.015834";1472;"Prunus cerasifera";"śliwa ałycza";"20110801"
"";"dobry";"52.261781";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"20";"4";"30";"Warszawa";"Dzielnica Praga Północ";"7501079";"5";"5792026.00181818";"D205638";"21.015805";1473;"Acer tataricum";"klon tatarski";"20110801"
"";"dobry";"52.261791";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"40";"9";"142";"Warszawa";"Dzielnica Praga Północ";"7501069.23818182";"10";"5792027.04937063";"D205639";"21.015662";1474;"Populus simonii";"topola Simona";"20110801"
"";"dobry";"52.261727";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"40";"9";"150";"Warszawa";"Dzielnica Praga Północ";"7501072";"11";"5792020.00181818";"D205640";"21.015702";1475;"Populus simonii";"topola Simona";"20110801"
"";"średni";"52.261646";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"40";"6";"91";"Warszawa";"Dzielnica Praga Północ";"7501086.87314685";"7";"5792010.92251748";"D205641";"21.01592";1476;"Populus simonii";"topola Simona";"20110801"
"";"średni";"52.261601";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"60";"20";"188";"Warszawa";"Dzielnica Praga Północ";"7501090";"18";"5792006.00181818";"D205642";"21.015966";1477;"Populus simonii";"topola Simona";"20110801"
"";"średni";"52.261623";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"60";"20";"180";"Warszawa";"Dzielnica Praga Północ";"7501082.19062937";"18";"5792008.36685315";"D205643";"21.015851";1478;"Populus simonii";"topola Simona";"20110801"
"";"średni";"52.256978";"Praga Północ";"ul. RATUSZOWA";"Ulica RATUSZOWA";"5";"3";"14";"Warszawa";"Dzielnica Praga Północ";"7502044.12475524";"4";"5791491.8772028";"D205725";"21.029938";1560;"Acer campestre";"klon polny";"20110801"
"";"średni";"52.261664";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"40";"10";"140";"Warszawa";"Dzielnica Praga Północ";"7501062";"15";"5792013.00181818";"D205644";"21.015556";1479;"Populus simonii";"topola Simona";"20110801"
"";"średni";"52.261709";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"40";"8";"80";"Warszawa";"Dzielnica Praga Północ";"7501059";"8";"5792018.00181818";"D205645";"21.015512";1480;"Populus simonii";"topola Simona";"20110801"
"";"średni";"52.261763";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"40";"9";"121";"Warszawa";"Dzielnica Praga Północ";"7501056";"15";"5792024.00181818";"D205646";"21.015468";1481;"Populus simonii";"topola Simona";"20110801"
"";"średni";"52.261782";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"40";"10";"140";"Warszawa";"Dzielnica Praga Północ";"7501046.74083916";"12";"5792026.05482517";"D205647";"21.015332";1482;"Populus simonii";"topola Simona";"20110801"
"";"dobry";"52.261736";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"40";"10";"135";"Warszawa";"Dzielnica Praga Północ";"7501050";"16";"5792021.00181818";"D205648";"21.01538";1483;"Populus simonii";"topola Simona";"20110801"
"";"średni";"52.261682";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"40";"8";"112";"Warszawa";"Dzielnica Praga Północ";"7501053";"12";"5792015.00181818";"D205649";"21.015424";1484;"Populus simonii";"topola Simona";"20110801"
"";"dobry";"52.261636";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"40";"8";"114";"Warszawa";"Dzielnica Praga Północ";"7501055.68797203";"11";"5792009.84307692";"D205650";"21.015463";1485;"Populus simonii";"topola Simona";"20110801"
"";"dobry";"52.261602";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"30";"7";"89";"Warszawa";"Dzielnica Praga Północ";"7501046";"8";"5792006.00181818";"D205651";"21.015321";1486;"Ulmus laevis";"wiąz szypułkowy";"20110801"
"";"dobry";"52.261611";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"30";"5";"64";"Warszawa";"Dzielnica Praga Północ";"7501043";"9";"5792007.00181818";"D205652";"21.015277";1487;"Quercus robur";"dąb szypułkowy";"20110801"
"";"dobry";"52.261637";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"30";"5";"55";"Warszawa";"Dzielnica Praga Północ";"7501046";"9";"5792010.00181818";"D205653";"21.015321";1488;"Quercus robur";"dąb szypułkowy";"20110801"
"";"dobry";"52.261666";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"40";"8";"108";"Warszawa";"Dzielnica Praga Północ";"7501046";"9";"5792013.21902098";"D205654";"21.015321";1489;"Picea orientalis 'Aurea'";"świerk kaukaski ""Aurea""";"20110801"
"";"dobry";"52.26173";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"30";"5";"70";"Warszawa";"Dzielnica Praga Północ";"7501040.68797203";"8";"5792020.31398601";"D205655";"21.015243";1490;"Quercus robur";"dąb szypułkowy";"20110801"
"";"średni";"52.262563";"Praga Północ";"ul. STARZYŃSKIEGO S";"Ulica STARZYŃSKIEGO S";"40";"6";"31, 48, 42";"Warszawa";"Dzielnica Praga Północ";"7501144";"3,5";"5792113.00181818";"D205656";"21.016757";1491;"Malus floribunda";"jabłoń kwiecista";"20110801"
